Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,9067.7578,3.5631,1.7697,85.6065,0.2839,10.8812,0.413,0.57,0.3696,0.274,0.238
2,vae,49.9034,50.718,5081.2091,0.0303,1.8737,174.196,0.1991,13.3982,0.7383,0.0,0.0,0.004,0.0
3,wgan_gp,47.038,23.9471,3251.8576,0.0423,3.1207,277.1797,0.2713,12.1629,0.5849,0.0,0.0,0.002,0.0
4,r1gan,40.0818,23.951,3706.5554,0.0295,2.7936,262.6158,0.2692,12.0083,0.6011,0.0,0.0,0.0,0.0
5,vqvae,40.0271,4.8899,864.0667,0.034,2.6001,352.8795,0.2422,12.807,0.7306,0.0,0.0,0.0,0.0
6,dcgan,39.777,23.951,2960.9857,0.0223,2.0231,271.0784,0.2086,12.055,0.6856,0.0,0.0,0.0,0.0
7,lsgan,39.7579,39.0898,4365.7789,0.0241,1.8798,280.3498,0.2081,12.6808,0.8158,0.0,0.0,0.0,0.0
8,gan,39.598,76.3651,7108.0759,0.0275,2.5347,303.3259,0.3272,10.3248,0.4147,0.0,0.0,0.0,0.0
9,wgan_cp,39.4444,23.9471,1106.1463,0.0165,1.0024,519.9898,0.0327,11.5703,0.9793,0.0,0.0,0.0,0.0
