Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,6404.5825,3.5422,2.1828,132.5149,0.4264,9.8628,0.2109,0.17,0.0992,0.146,0.124
2,vae,61.6718,50.718,4448.359,0.0214,1.802,185.8898,0.1845,13.6727,0.7981,0.002,0.0004,0.002,0.002
3,wgan_gp,47.0891,23.9471,2748.3336,0.0394,3.6069,325.9919,0.2609,12.4087,0.6191,0.0,0.0,0.078,0.0
4,r1gan,40.4556,23.951,3004.4095,0.0415,2.7369,313.8561,0.2959,12.1873,0.6055,0.0,0.0,0.0,0.0
5,gan,40.1952,76.3651,6548.7562,0.0232,2.6469,304.3613,0.3221,10.2926,0.3315,0.0,0.0,0.0,0.0
6,dcgan,40.1678,23.951,2434.6833,0.0255,2.0959,377.2888,0.1468,12.5139,0.8498,0.0,0.0,0.0,0.0
7,wgan_cp,40.1193,23.9471,658.7264,0.0279,1.3172,325.8706,0.1277,13.1117,0.8373,0.0,0.0,0.0,0.0
8,vqvae,40.1045,4.8899,967.7603,0.0496,2.1938,390.0599,0.2007,13.3108,0.782,0.0,0.0,0.0,0.0
9,lsgan,40.0,39.0898,3784.1131,0.0263,1.7831,395.4566,0.166,10.0543,0.8435,0.0,0.0,0.0,0.0
