Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,96.8326,1.4418,682.0148,0.8017,0.2832,0.4764,68.2278,0.7174,0.4771,6.7534,0.6643
2,transolver_pp,65.3103,1.7412,344.8917,0.7877,0.2935,0.4968,69.4602,0.7051,0.4975,7.2404,0.65
3,transolver,55.1841,3.7788,450.7385,0.7802,0.2621,0.4494,65.056,0.7372,0.45,7.2286,0.6783
4,abupt,44.125,8.7512,1139.0853,0.8272,0.3026,0.508,73.0271,0.7003,0.5087,7.4374,0.6564
5,geofno,41.3606,1.5458,336.0794,0.7894,0.4785,0.714,101.2736,0.4688,0.7148,7.951,0.3955
6,pointnet,38.3333,3.6682,1098.7875,2.4208,0.5759,0.825,120.9172,0.3065,0.8259,8.0642,0.2394
