Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,308.5218,0.816,4.7733,7.8806,57.9953,0.7797,0.3691,252.7632,0.9709
2,transolver_pp,54.6063,1.7412,323.3253,0.9228,5.035,8.4254,58.8148,0.7726,0.3792,254.2179,0.9656
3,regdgcnn,52.6791,1.4418,1587.555,0.8782,4.7915,7.7751,57.837,0.7733,0.3709,278.2544,0.9728
4,abupt,45.6258,8.7512,1251.8361,0.8369,5.0706,8.1785,59.1363,0.7734,0.3772,231.5078,0.9684
5,pointnet,41.679,3.6682,221.9117,0.8631,8.5696,14.6387,71.7194,0.6867,0.4758,323.1637,0.9369
6,geofno,40.0,1.5458,271.9156,0.8215,10.8992,16.8376,79.7534,0.6091,0.5376,305.5618,0.8884
