Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,8917.7494,3.555,1.7572,110.818,0.1976,13.2192,0.6114,0.634,0.3406,0.326,0.358
2,vae,56.8354,50.718,5208.0463,0.0246,1.5626,125.4061,0.13,17.6695,0.8073,0.19,0.0786,0.002,0.046
3,wgan_gp,47.6505,23.9471,3306.9966,0.0432,2.2355,185.2332,0.1919,16.4633,0.6904,0.002,0.0004,0.001,0.002
4,r1gan,46.7717,23.951,3536.8926,0.0269,2.1426,177.5798,0.2018,16.2007,0.6874,0.009,0.0022,0.0,0.004
5,vqvae,40.0959,4.8899,722.1191,0.0431,1.9623,241.8471,0.1614,16.962,0.7748,0.0,0.0,0.0,0.0
6,lsgan,39.992,39.0898,4396.8228,0.0237,1.5983,206.5727,0.1569,16.6049,0.8121,0.0,0.0,0.0,0.0
7,dcgan,39.9507,23.951,3083.9632,0.0211,1.6476,203.5472,0.1491,16.0338,0.7768,0.0,0.0,0.0,0.0
8,gan,39.8591,76.3651,7224.6258,0.0332,2.0647,234.762,0.229,14.587,0.615,0.0,0.0,0.0,0.0
9,wgan_cp,39.7222,23.9471,919.9554,0.0202,1.1196,412.6718,0.0413,15.9016,0.9616,0.0,0.0,0.0,0.0
