Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,5851.9468,1.8794,1.7816,145.9183,0.2626,10.384,0.3939,0.322,0.1547,0.1313,0.1724
2,vae,53.1731,50.718,3829.2242,0.0119,1.4464,165.7102,0.1312,14.9588,0.7639,0.0296,0.0059,0.0022,0.002
3,vqvae,45.2033,4.8899,813.4467,0.0171,2.1781,240.1426,0.1631,14.8165,0.6489,0.0036,0.0007,0.018,0.0013
4,gan,44.646,76.3651,6994.3017,0.0203,1.5825,201.383,0.2244,13.2439,0.5685,0.0349,0.007,0.0,0.0007
5,wgan_gp,41.4386,23.9471,1532.5293,0.0105,1.8147,259.4428,0.1891,14.34,0.6145,0.0002,0.0,0.0004,0.0002
6,r1gan,40.5105,23.951,1702.7944,0.0095,2.0572,194.6918,0.2255,13.952,0.6241,0.0009,0.0002,0.0,0.0004
7,dcgan,40.122,23.951,1601.1854,0.0195,1.5386,210.4365,0.1413,14.0815,0.7674,0.0,0.0,0.0,0.0
8,lsgan,39.3986,39.0898,2781.1596,0.0153,1.1664,298.9448,0.0505,9.5213,0.9362,0.0,0.0,0.0,0.0
9,wgan_cp,39.3762,23.9471,439.6542,0.0139,1.1169,301.7617,0.0614,12.8901,0.9364,0.0,0.0,0.0,0.0
