Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,4495.7275,2.0017,1.6953,88.2125,0.2601,11.2342,0.4439,0.58,0.4376,0.118,0.236
2,vae,61.9954,50.718,2059.0249,0.005,1.8314,166.8768,0.1991,13.2821,0.7255,0.018,0.0036,0.0,0.014
3,vqvae,40.0225,4.8899,328.2405,0.0067,3.051,280.6485,0.248,12.6224,0.655,0.0,0.0,0.0,0.0
4,r1gan,39.9152,23.951,1145.7958,0.01,3.0045,250.3936,0.2903,12.0664,0.5878,0.0,0.0,0.0,0.0
5,dcgan,39.7772,23.951,1008.6669,0.0077,2.2343,213.9317,0.2396,11.9071,0.6601,0.0,0.0,0.0,0.0
6,wgan_gp,39.7744,23.9471,1042.3564,0.0121,3.2098,279.9923,0.2593,12.0921,0.5826,0.0,0.0,0.0,0.0
7,gan,39.5941,76.3651,2593.3118,0.0082,2.4746,267.6831,0.343,10.4679,0.3579,0.0,0.0,0.0,0.0
8,lsgan,39.5105,39.0898,1461.8907,0.0072,1.8472,328.0417,0.1719,12.0607,0.8092,0.0,0.0,0.0,0.0
9,wgan_cp,39.4444,23.9471,306.672,0.0063,1.0735,317.7654,0.0253,12.9698,0.9817,0.0,0.0,0.0,0.0
