Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,vae,100.0,50.718,5116.6379,0.0343,1.7082,212.6237,0.1538,13.9434,0.8482,0.0,0.0,0.0,0.0
2,wgan_gp,53.5991,23.9471,1439.8787,0.0429,1.5555,317.6367,0.2505,12.1324,0.6344,0.0,0.0,0.0,0.0
3,vqvae,49.6629,4.8899,448.439,0.0384,1.6376,327.2382,0.2043,12.3627,0.699,0.0,0.0,0.0,0.0
4,wgan_cp,44.1642,23.9471,1077.609,0.0539,1.1662,303.4761,0.1107,13.2241,0.8669,0.0,0.0,0.0,0.0
5,ddpm,43.1847,71.4391,5191.8329,3.5486,2.6994,251.3046,0.5622,7.4875,0.1064,0.0,0.0,0.0,0.0
6,dcgan,41.5738,23.951,4321.7929,0.1134,1.7418,307.0831,0.1695,12.3838,0.8375,0.0,0.0,0.0,0.0
7,r1gan,40.0016,23.951,1426.8318,0.0286,1.224,350.316,0.1308,9.9999,0.8271,0.0,0.0,0.0,0.0
8,gan,39.8639,76.3651,11190.0754,0.0573,1.8141,328.0177,0.249,8.349,0.4513,0.0,0.0,0.0,0.0
9,lsgan,39.4444,39.0898,3953.0704,0.0407,1.0607,356.5319,0.0101,6.2458,0.9919,0.0,0.0,0.0,0.0
