Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,CD ↓,EMD ↓,F-Score ↑,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,pointflow,72.3417,0.6859,4184.8772,0.7561,0.5825,176.055,34.769,10.102,120.3302,0.8528,0.0,0.0,0.0,0.0
2,deepsdf,70.0,2.1509,6961.7902,1.3023,0.2692,386.91,248.4104,151.4867,281.497,0.4258,0.0,0.0,0.006,0.0
3,gan3d,41.4045,74.9842,2884.7246,0.0108,0.5454,340.8991,213.6522,103.395,341.2974,0.5207,0.0,0.0,0.0,0.0
