Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,6426.6221,2.1711,1.5998,143.5456,0.2705,6.7707,0.1593,0.186,0.0592,0.008,0.04
2,gan,57.4379,76.3651,8428.6397,0.0315,1.2925,127.8145,0.2633,9.6595,0.3764,0.16,0.032,0.0,0.002
3,vae,57.2024,50.718,4430.4261,0.0076,1.4912,207.7183,0.1546,10.8149,0.5558,0.014,0.0028,0.006,0.002
4,vqvae,40.7487,4.8899,2364.2533,0.0058,2.0488,300.1424,0.1762,10.3294,0.4541,0.0,0.0,0.0,0.0
5,r1gan,40.5466,23.951,2425.5215,0.0085,1.7383,157.4122,0.2507,9.0482,0.5405,0.0,0.0,0.0,0.0
6,wgan_gp,40.3984,23.9471,2875.1923,0.0064,1.5784,306.181,0.207,9.7758,0.4102,0.0,0.0,0.0,0.0
7,dcgan,40.2889,23.951,2471.4453,0.0388,1.2995,205.835,0.1667,9.2672,0.6377,0.0,0.0,0.0,0.0
8,lsgan,40.1775,39.0898,4307.7855,0.0119,1.1203,233.8417,0.0605,9.8813,0.9244,0.0,0.0,0.0,0.0
9,wgan_cp,40.0,23.9471,503.0529,0.0079,1.0077,319.2504,0.0056,6.2667,0.9975,0.0,0.0,0.0,0.0
