Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,7020.7469,1.5253,1.821,154.0922,0.2404,6.9811,0.3176,0.334,0.1108,0.02,0.15
2,gan,50.1832,76.3651,6594.8917,0.0382,1.5601,149.0754,0.3341,9.322,0.3288,0.1,0.02,0.0,0.002
3,r1gan,42.7181,23.951,798.5839,0.0071,2.1809,166.6561,0.2723,10.1383,0.3629,0.004,0.0008,0.0,0.002
4,vae,42.2302,50.718,2185.4737,0.0332,1.5837,216.663,0.1618,10.8796,0.5667,0.018,0.004,0.0,0.004
5,vqvae,41.7193,4.8899,2095.3378,0.037,2.1125,261.0981,0.1874,10.3984,0.4581,0.006,0.0012,0.0,0.006
6,wgan_gp,40.6805,23.9471,685.8653,0.0068,1.7294,230.8789,0.2156,9.7484,0.3999,0.002,0.0004,0.0,0.002
7,dcgan,40.4624,23.951,2697.9692,0.0519,1.2459,180.113,0.2079,8.7842,0.44,0.0,0.0,0.0,0.0
8,lsgan,40.2873,39.0898,4322.533,0.0368,1.389,257.8406,0.221,9.1733,0.5537,0.0,0.0,0.0,0.0
9,wgan_cp,40.0,23.9471,520.0878,0.0692,1.0544,335.0043,0.1826,7.3702,0.7228,0.0,0.0,0.0,0.0
