Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,1684.677,0.2124,0.1757,0.3358,61.4551,0.8965,0.2976,10.1255,0.9725
2,transolver,82.5521,3.7788,1375.6023,0.2164,0.1657,0.3153,60.3119,0.9076,0.2795,9.3005,0.9767
3,regdgcnn,56.5355,1.4418,2624.0332,0.2452,0.1795,0.3345,62.931,0.8986,0.2965,10.0368,0.9671
4,pointnet,41.7476,3.6682,1626.1763,0.2135,0.3318,0.598,93.1176,0.6937,0.529,10.7138,0.8773
5,abupt,38.0265,8.7512,2728.8282,0.2441,0.262,0.4666,84.0716,0.8012,0.4134,10.1026,0.9325
