Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,2251.7114,0.2141,0.1399,0.2768,52.6179,0.9249,0.2454,9.5786,0.9833
2,transolver_pp,61.5786,1.7412,3248.8492,0.2142,0.1453,0.2887,52.963,0.9198,0.2559,9.8044,0.9817
3,regdgcnn,47.683,1.4418,3071.3292,0.2452,0.191,0.3472,64.3632,0.887,0.3076,9.3343,0.9592
4,abupt,41.453,8.7512,4722.7057,0.2436,0.1928,0.348,68.7544,0.8895,0.3084,9.5597,0.9665
5,pointnet,40.0,3.6682,2967.9548,0.2123,0.3171,0.572,87.2367,0.7175,0.5062,10.7403,0.8863
