Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,99.0316,1.7412,6364.3345,0.2146,0.1238,0.2581,45.9075,0.9352,0.2286,9.546,0.987
2,transolver,84.999,3.7788,4198.5873,0.215,0.1202,0.2505,48.2412,0.9386,0.2221,9.6291,0.9878
3,abupt,46.3622,8.7512,8722.0405,0.2417,0.15,0.2778,57.8313,0.9252,0.2464,9.6669,0.982
4,regdgcnn,46.04,1.4418,9209.8367,0.351,0.1433,0.2762,54.1683,0.9271,0.2448,9.5314,0.9809
5,pointnet,38.5,3.6682,5675.0151,0.212,0.2129,0.3877,71.0572,0.867,0.3435,10.4344,0.9569
