Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7785,4986.0505,0.1375,0.2559,0.4512,61.0542,0.7327,0.452,6.4744,0.7395
2,transolver_pp,49.2284,1.741,7613.6469,0.1364,0.2666,0.4823,61.053,0.6811,0.4831,6.897,0.6967
3,abupt,49.1584,8.7512,9872.4282,0.1619,0.2439,0.436,58.5908,0.7448,0.4367,6.9085,0.7519
4,pointnet,46.2756,3.6681,6848.2821,0.1332,0.3031,0.5192,69.6582,0.6825,0.52,6.5023,0.6897
5,regdgcnn,42.4715,1.4417,8300.7941,0.1582,0.2711,0.4748,65.0538,0.7066,0.4755,6.7783,0.7143
