Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7785,2753.733,0.1409,0.274,0.4766,66.2047,0.7126,0.4773,6.3002,0.7205
2,transolver_pp,55.2832,1.741,3867.4146,0.1377,0.2762,0.4925,63.0463,0.6784,0.4933,6.7844,0.6935
3,pointnet,46.1394,3.6681,3558.1933,0.1345,0.3319,0.5517,76.1506,0.6526,0.5524,6.6579,0.6603
4,abupt,45.9128,8.7512,5203.5235,0.1651,0.2653,0.4667,63.1937,0.7174,0.4674,6.5221,0.7258
5,regdgcnn,40.0,1.4417,3027.4685,0.158,0.3465,0.5765,79.174,0.6066,0.5774,6.5973,0.626
