Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,86.7981,3.7785,659.7909,0.1384,0.3273,0.5483,78.3625,0.6491,0.5491,6.8956,0.6563
2,transolver_pp,67.9617,1.741,850.9813,0.1363,0.3463,0.5899,75.6712,0.5863,0.5908,7.3438,0.6041
3,abupt,45.7989,8.7512,1404.3141,0.1668,0.3178,0.5307,76.1524,0.6645,0.5315,6.8032,0.6716
4,regdgcnn,42.6476,1.4417,739.54,0.1652,0.4525,0.6786,93.2228,0.4947,0.6794,6.9325,0.515
5,pointnet,40.0,3.6681,888.931,0.1349,0.5803,0.8436,118.2361,0.2734,0.8446,7.2546,0.2816
