Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,85.9492,1.7412,6619.7429,0.2221,0.1816,0.3086,42.541,0.9159,0.2596,7.3529,0.9742
2,regdgcnn,80.3437,1.4418,11058.784,0.3148,0.1976,0.3209,46.2614,0.9086,0.2699,8.0962,0.972
3,transolver,74.5314,3.7788,5756.0309,0.2222,0.1735,0.3034,40.5229,0.919,0.255,8.6877,0.9768
4,pointnet,39.4679,3.6682,5553.3652,0.2201,0.2802,0.4514,57.5627,0.8262,0.3811,9.7262,0.9462
5,geofno,35.8074,1.5458,5662.1348,0.415,0.2944,0.4588,63.2168,0.8254,0.3871,11.1228,0.92
