Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,98.3911,3.7788,13644.5277,0.6464,0.2114,0.3621,47.0535,0.8879,0.3053,7.7954,0.9676
2,regdgcnn,97.2189,1.4418,8129.3438,0.2655,0.2145,0.3572,48.8298,0.8906,0.3008,8.2135,0.9664
3,transolver_pp,96.6026,1.7412,6213.8258,0.3133,0.2134,0.3592,47.8267,0.8898,0.3027,7.9051,0.9627
4,geofno,38.2707,1.5458,9616.8387,0.5556,0.3984,0.6081,82.0309,0.7091,0.5142,14.0604,0.8247
5,pointnet,34.6319,3.6682,12634.2577,0.6824,0.4532,0.6898,86.0534,0.6293,0.5824,12.0778,0.7859
