Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,82.7504,1.4418,15584.5982,0.2523,0.2557,0.3948,54.3619,0.8642,0.3422,8.4236,0.9471
2,transolver_pp,76.1815,1.7412,12212.9765,0.351,0.2532,0.3996,55.2939,0.865,0.3467,9.2474,0.9377
3,transolver,47.0161,3.7788,13456.4094,0.679,0.2479,0.3888,54.5786,0.8681,0.3369,9.3959,0.9433
4,geofno,42.209,1.5458,6452.3651,0.2939,0.3616,0.5572,71.6965,0.741,0.484,11.1763,0.8604
5,pointnet,40.0,3.6682,12495.7072,1.136,0.3862,0.6111,70.3542,0.6906,0.531,10.1913,0.8664
