Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,90.0881,1.7412,3921.7017,0.2481,0.3374,0.5302,68.0819,0.7699,0.4607,9.5809,0.867
2,regdgcnn,72.0148,1.4418,4621.6543,0.5056,0.3116,0.5016,64.4491,0.7905,0.4362,9.2892,0.892
3,transolver,45.3262,3.7788,3912.4722,1.359,0.337,0.5314,68.1575,0.7676,0.4619,9.6482,0.8712
4,geofno,41.9908,1.5458,1618.4796,0.5548,0.622,0.9047,116.4337,0.3439,0.7878,11.8532,0.4754
5,pointnet,40.0,3.6682,3476.6972,0.3683,0.6029,0.9469,121.4938,0.2696,0.8258,12.8767,0.4391
