Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,692.6623,0.2801,5.504,8.4577,62.5732,0.7006,0.4536,195.416,0.9658
2,regdgcnn,70.9052,1.4418,983.5402,0.2652,4.7707,7.4076,59.0399,0.7622,0.4045,189.1321,0.9731
3,transolver,47.8851,3.7788,750.7035,0.2487,5.433,8.4145,60.349,0.7258,0.4316,191.4679,0.9703
4,geofno,42.3575,1.5458,333.7859,0.214,8.122,11.5465,98.9256,0.3022,0.7039,196.9806,0.7859
5,pointnet,40.276,3.6682,711.9381,0.2546,7.9288,11.5298,101.668,0.2772,0.7145,203.4922,0.891
