Model Name,Domain,Task,Parameters (M),Resolution,Dataset,Data Scale,Data Size,Target Key,Dimension,Training Time (s),Inference Time (s),MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
abupt,dimension_3d,evaluation,8.7512,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_z,8317.2399,0.2222,0.9007,1.2919,146.233,-0.2228,1.1058,9.0394,0.3509
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,pressure,pressure,1379.5902,0.1639,0.2519,0.3993,70.3114,0.8402,0.3998,9.0653,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_x,1404.3141,0.1668,0.2229,0.3309,43.4491,0.8904,0.3311,2.9566,0.6716
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_y,1404.3141,0.1668,0.4717,0.8518,119.6525,0.2706,0.854,9.8768,0.6716
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_z,1404.3141,0.1668,0.2588,0.4095,65.3556,0.8324,0.4094,7.5762,0.6716
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,pressure,1376.1466,0.1657,0.2023,0.3571,59.472,0.8722,0.3575,8.8419,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_x,1376.1466,0.1657,0.2192,0.3363,42.9503,0.8868,0.3365,3.2917,0.6622
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_y,1376.1466,0.1657,0.4764,0.8671,116.7443,0.2442,0.8694,10.5454,0.6622
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_z,1376.1466,0.1657,0.258,0.4092,64.7173,0.8326,0.4091,7.2061,0.6622
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,pressure,pressure,2887.6317,0.1647,0.2291,0.3923,64.315,0.8457,0.3928,8.116,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_x,2832.9401,0.1629,0.1779,0.2819,36.0004,0.9204,0.2821,3.2296,0.7115
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_y,2832.9401,0.1629,0.4517,0.8247,109.7054,0.3163,0.8268,9.8,0.7115
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_z,2832.9401,0.1629,0.2148,0.3558,56.9494,0.8735,0.3557,6.0499,0.7115
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,pressure,2798.6785,0.1625,0.1407,0.2287,48.5309,0.9476,0.229,7.3461,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_x,2798.6785,0.1625,0.1773,0.2803,36.0323,0.9214,0.2804,3.3745,0.7068
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_y,2798.6785,0.1625,0.4546,0.8315,106.4038,0.305,0.8337,9.3284,0.7068
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_z,2798.6785,0.1625,0.2197,0.3597,58.4792,0.8707,0.3596,6.1003,0.7068
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,pressure,pressure,5123.1233,0.1617,0.128,0.2148,46.4692,0.9537,0.2151,8.0002,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_x,5203.5235,0.1651,0.1542,0.2489,31.9901,0.938,0.2491,3.7037,0.7258
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_y,5203.5235,0.1651,0.4471,0.8204,103.9601,0.3235,0.8225,9.7402,0.7258
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_z,5203.5235,0.1651,0.1946,0.3307,53.6308,0.8907,0.3306,6.1224,0.7258
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,pressure,5180.1342,0.164,0.12,0.1945,44.3147,0.9621,0.1947,7.0495,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_x,5180.1342,0.164,0.1617,0.2599,33.5798,0.9324,0.26,3.4632,0.7249
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_y,5180.1342,0.164,0.442,0.8148,100.0547,0.3326,0.817,9.5234,0.7249
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_z,5180.1342,0.164,0.1987,0.3363,53.9883,0.8869,0.3362,6.2193,0.7249
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,pressure,pressure,9852.1871,0.1619,0.099,0.1681,39.8808,0.9717,0.1683,6.7726,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_x,9872.4282,0.1619,0.1368,0.2217,28.9569,0.9508,0.2218,3.219,0.7519
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_y,9872.4282,0.1619,0.4266,0.7914,98.5763,0.3704,0.7935,11.1208,0.7519
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_z,9872.4282,0.1619,0.1683,0.2948,48.2392,0.9131,0.2948,6.3856,0.7519
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,pressure,9886.6436,0.1634,0.1012,0.1668,39.8461,0.9721,0.167,7.5545,
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_x,9886.6436,0.1634,0.1377,0.2272,29.6693,0.9483,0.2273,3.422,0.7485
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_y,9886.6436,0.1634,0.4271,0.7932,96.7222,0.3675,0.7953,10.5202,0.7485
abupt,dimension_3d,evaluation,8.7512,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_z,9886.6436,0.1634,0.1711,0.3009,48.6054,0.9095,0.3008,6.2636,0.7485
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_x,704.3731,0.2238,0.2111,0.3535,47.4333,0.9085,0.301,6.0002,0.9126
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_y,704.3731,0.2238,0.2699,0.4822,78.2599,0.8152,0.4299,8.8476,0.9126
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_z,704.3731,0.2238,0.2515,0.3966,45.0115,0.8831,0.3348,4.4658,0.9126
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,vertical,stress,704.3731,0.2238,0.5441,0.8206,88.1291,0.5535,0.6681,22.0191,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_x,699.8498,0.2228,0.2769,0.4765,57.5974,0.8283,0.4047,8.2423,0.8431
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_y,699.8498,0.2228,0.4495,0.7226,91.9774,0.6156,0.62,11.4939,0.8431
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_z,699.8498,0.2228,0.2354,0.4658,37.7919,0.8489,0.3882,7.1586,0.8431
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,horizontal,stress,699.8498,0.2228,0.5817,0.8917,96.6656,0.477,0.7232,18.9071,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_x,732.9015,0.2167,0.1404,0.2864,61.169,0.9365,0.252,5.7222,0.9612
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_y,732.9015,0.2167,0.1476,0.3124,57.1385,0.917,0.2881,8.0949,0.9612
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_z,732.9015,0.2167,0.1873,0.3438,67.1037,0.9115,0.2976,5.2361,0.9612
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,torsion,stress,732.9015,0.2167,0.3561,0.6247,100.4702,0.6951,0.5521,21.2249,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_x,735.1508,0.2244,0.4189,0.6398,81.6781,0.6469,0.5809,8.4859,0.8217
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_y,735.1508,0.2244,0.287,0.5216,69.3538,0.7836,0.4652,7.7525,0.8217
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_z,735.1508,0.2244,0.3441,0.4675,59.3188,0.8222,0.402,4.6473,0.8217
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Small,20.0,diagonal,stress,735.1508,0.2244,0.5585,0.835,93.4719,0.5058,0.6955,20.0806,
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_x,438.9483,0.2571,0.8944,1.262,158.5782,-0.1213,1.0589,15.725,0.3755
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_y,438.9483,0.2571,0.8384,1.2974,160.1004,-0.2377,1.1125,15.1037,0.3755
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_z,438.9483,0.2571,1.0301,1.3408,159.4052,-0.223,1.1059,10.4282,0.3755
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_x,400.6859,0.1981,0.9252,1.243,152.6651,-0.1325,1.0642,14.0666,0.2912
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_y,400.6859,0.1981,0.6782,1.1849,157.031,-0.1413,1.0683,26.8949,0.2912
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_z,400.6859,0.1981,0.9148,1.3057,159.7656,-0.249,1.1176,8.6694,0.2912
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_x,1402.5598,0.224,0.1446,0.2746,33.5037,0.9448,0.2338,5.5326,0.9451
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_y,1402.5598,0.224,0.1986,0.4029,63.6815,0.871,0.3592,7.4753,0.9451
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_z,1402.5598,0.224,0.2243,0.3344,44.5031,0.9169,0.2822,4.3738,0.9451
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,vertical,stress,1402.5598,0.224,0.4519,0.7036,76.7475,0.6717,0.5729,17.1585,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_x,1395.0735,0.2232,0.2514,0.3812,59.409,0.8901,0.3237,6.2111,0.8951
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_y,1395.0735,0.2232,0.3264,0.5392,72.5061,0.786,0.4626,11.7444,0.8951
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_z,1395.0735,0.2232,0.1605,0.3137,29.5822,0.9315,0.2615,5.4299,0.8951
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,horizontal,stress,1395.0735,0.2232,0.4526,0.7462,77.1008,0.6337,0.6052,18.1757,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_x,1375.6023,0.2164,0.1017,0.2128,46.8404,0.9649,0.1873,4.7221,0.9767
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_y,1375.6023,0.2164,0.1124,0.2305,48.1757,0.9548,0.2126,7.1724,0.9767
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_z,1375.6023,0.2164,0.1451,0.2693,57.0125,0.9457,0.2331,4.3896,0.9767
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,torsion,stress,1375.6023,0.2164,0.3034,0.5487,89.2191,0.7649,0.4849,20.9178,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_x,1376.8831,0.2223,0.3356,0.553,70.0536,0.7363,0.5021,7.1258,0.8712
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_y,1376.8831,0.2223,0.2086,0.4087,58.8915,0.8671,0.3645,7.8458,0.8712
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_z,1376.8831,0.2223,0.3259,0.4278,60.3113,0.8511,0.3678,3.5362,0.8712
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Medium,50.0,diagonal,stress,1376.8831,0.2223,0.4777,0.7361,83.3734,0.6159,0.6131,20.0849,
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_x,905.3086,0.1954,0.8634,1.192,194.3371,-0.0003,1.0002,15.5936,0.1055
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_y,905.3086,0.1954,0.7903,1.1665,193.2273,-0.0006,1.0003,15.2222,0.1055
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_z,905.3086,0.1954,0.9804,1.213,189.5592,-0.0009,1.0004,8.0754,0.1055
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_x,860.2147,0.1995,0.887,1.1688,182.6378,-0.0014,1.0007,13.6142,0.0147
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_y,860.2147,0.1995,0.6417,1.1095,181.8599,-0.0006,1.0003,25.5657,0.0147
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_z,860.2147,0.1995,0.8715,1.1686,183.858,-0.0004,1.0002,6.8026,0.0147
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_x,2053.2433,0.224,0.1057,0.2112,26.4635,0.9673,0.1799,4.6598,0.9676
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_y,2053.2433,0.224,0.1802,0.3479,59.6608,0.9038,0.3101,6.6311,0.9676
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_z,2053.2433,0.224,0.1643,0.2453,33.4698,0.9553,0.2071,3.2589,0.9676
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,vertical,stress,2053.2433,0.224,0.3954,0.6439,68.6198,0.7251,0.5242,16.6318,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_x,2953.1207,0.2259,0.198,0.2764,52.3294,0.9422,0.2347,5.3137,0.9263
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_y,2953.1207,0.2259,0.2775,0.4804,64.615,0.8301,0.4122,11.7756,0.9263
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_z,2953.1207,0.2259,0.1066,0.2196,20.8799,0.9664,0.183,4.3316,0.9263
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,horizontal,stress,2953.1207,0.2259,0.3606,0.6682,61.6746,0.7063,0.5419,20.6568,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_x,2251.7114,0.2141,0.0795,0.1682,41.1835,0.9781,0.148,4.8836,0.9833
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_y,2251.7114,0.2141,0.0941,0.2028,43.1231,0.965,0.1871,6.6583,0.9833
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_z,2251.7114,0.2141,0.119,0.2218,47.8456,0.9632,0.1919,4.2952,0.9833
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,torsion,stress,2251.7114,0.2141,0.2671,0.5145,78.3193,0.7932,0.4548,22.4774,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_x,2553.9346,0.2243,0.303,0.4748,66.1536,0.8056,0.4311,6.8662,0.9072
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_y,2553.9346,0.2243,0.1698,0.3267,51.8861,0.9151,0.2914,7.083,0.9072
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_z,2553.9346,0.2243,0.2864,0.3708,55.5301,0.8881,0.3188,3.4441,0.9072
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Large,100.0,diagonal,stress,2553.9346,0.2243,0.4078,0.6547,73.5487,0.6962,0.5453,19.6645,
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_x,2034.7117,0.1944,0.8633,1.1918,196.8382,-0.0,1.0,15.5851,0.0168
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_y,2034.7117,0.1944,0.7901,1.1661,195.3044,0.0001,1.0,15.2164,0.0168
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_z,2034.7117,0.1944,0.9804,1.2125,197.3846,-0.0001,1.0,8.0502,0.0168
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_x,1530.4203,0.1963,0.8864,1.1682,191.2043,-0.0003,1.0002,13.5387,0.0726
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_y,1530.4203,0.1963,0.6414,1.1096,179.2098,-0.0008,1.0004,25.5453,0.0726
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_z,1530.4203,0.1963,0.8705,1.168,188.7379,0.0005,0.9998,6.8447,0.0726
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_x,5756.0309,0.2222,0.093,0.1786,24.8718,0.9766,0.1521,4.2642,0.9768
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_y,5756.0309,0.2222,0.1243,0.2441,46.2959,0.9527,0.2176,5.8918,0.9768
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_z,5756.0309,0.2222,0.1649,0.2171,37.2092,0.965,0.1832,3.1422,0.9768
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,stress,5756.0309,0.2222,0.312,0.5736,53.7146,0.7818,0.467,21.4526,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_x,5347.9385,0.2219,0.1651,0.2302,46.1059,0.9599,0.1955,4.9564,0.9471
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_y,5347.9385,0.2219,0.2311,0.4195,56.0227,0.8704,0.36,12.8532,0.9471
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_z,5347.9385,0.2219,0.0862,0.1814,17.9552,0.9771,0.1512,4.0721,0.9471
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,stress,5347.9385,0.2219,0.314,0.6088,55.1961,0.7562,0.4937,21.6391,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_x,4198.5873,0.215,0.0701,0.1613,39.8338,0.9798,0.142,4.9987,0.9878
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_y,4198.5873,0.215,0.0806,0.1784,40.8056,0.9729,0.1645,7.6352,0.9878
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_z,4198.5873,0.215,0.1007,0.1967,45.3739,0.971,0.1703,3.9664,0.9878
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,stress,4198.5873,0.215,0.2292,0.4657,66.9514,0.8306,0.4116,21.9163,
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_x,4234.25,0.3102,0.2418,0.3946,54.3884,0.8657,0.3583,6.9903,0.9433
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_y,4234.25,0.3102,0.1398,0.26,46.6103,0.9462,0.2319,7.0168,0.9433
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_z,4234.25,0.3102,0.2105,0.2733,42.683,0.9392,0.235,3.5208,0.9433
transolver,dimension_3d,evaluation,3.7788,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,stress,4234.25,0.3102,0.3996,0.6271,74.6327,0.7213,0.5223,20.0559,
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_x,3060.4273,0.2192,0.8633,1.1916,188.6666,0.0003,0.9998,15.5788,0.0499
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_y,3060.4273,0.2192,0.7901,1.166,190.6344,0.0003,0.9999,15.2017,0.0499
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_z,3060.4273,0.2192,0.9806,1.2126,195.4294,-0.0002,1.0001,8.0507,0.0499
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_x,3409.3508,0.196,0.8865,1.1684,190.7682,-0.0006,1.0003,13.5323,0.0568
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_y,3409.3508,0.196,0.6412,1.1092,184.7929,0.0001,1.0,25.6264,0.0568
transolver,dimension_3d,evaluation,3.7785,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_z,3409.3508,0.196,0.8707,1.1682,190.8016,0.0001,0.9999,6.7869,0.0568
transolver,dimension_3d,evaluation,3.778,8192,drivaernet_3d_2d,Small,20.0,pressure,pressure,1054.1426,0.2393,0.1709,0.2876,53.8627,0.9171,0.288,9.2033,
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_x,659.7909,0.1384,0.2458,0.3666,47.7142,0.8654,0.3668,3.1936,0.6563
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_y,659.7909,0.1384,0.4718,0.8596,119.5019,0.2572,0.8619,9.733,0.6563
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_z,659.7909,0.1384,0.2642,0.4187,67.8713,0.8248,0.4186,7.7602,0.6563
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,pressure,679.0223,0.1539,0.1627,0.2757,52.4863,0.9238,0.276,6.8594,
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_x,679.0223,0.1539,0.2062,0.3168,40.7605,0.8995,0.317,3.2079,0.6785
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_y,679.0223,0.1539,0.4852,0.8568,123.1972,0.262,0.859,9.7347,0.6785
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_z,679.0223,0.1539,0.2411,0.3866,61.3415,0.8506,0.3865,6.2764,0.6785
transolver,dimension_3d,evaluation,3.778,8192,drivaernet_3d_2d,Medium,50.0,pressure,pressure,2215.2124,0.1367,0.1195,0.2132,43.2804,0.9544,0.2135,7.5807,
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_x,1424.139,0.1386,0.1982,0.3064,39.7901,0.906,0.3066,2.5872,0.6987
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_y,1424.139,0.1386,0.4607,0.8335,118.3968,0.3016,0.8357,9.538,0.6987
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_z,1424.139,0.1386,0.2355,0.3704,59.3598,0.8629,0.3703,6.8337,0.6987
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,pressure,1587.9518,0.1401,0.1325,0.2219,46.1348,0.9507,0.2221,8.0609,
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_x,1587.9518,0.1401,0.1734,0.2753,35.6266,0.9241,0.2755,3.5681,0.7108
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_y,1587.9518,0.1401,0.4554,0.8316,105.5713,0.3047,0.8338,9.6221,0.7108
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_z,1587.9518,0.1401,0.2121,0.3477,56.3963,0.8791,0.3477,6.2646,0.7108
transolver,dimension_3d,evaluation,3.778,8192,drivaernet_3d_2d,Large,100.0,pressure,pressure,3981.4514,0.1352,0.0909,0.152,37.9047,0.9769,0.1521,7.447,
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_x,2753.733,0.1409,0.1728,0.273,35.773,0.9254,0.2731,3.1213,0.7205
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_y,2753.733,0.1409,0.4511,0.8184,109.7048,0.3267,0.8205,9.5569,0.7205
