Model Name,Domain,Task,Parameters (M),Resolution,Dataset,Data Scale,Data Size,Target Key,Dimension,Training Time (s),Inference Time (s),MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_z,2753.733,0.1409,0.1982,0.3383,53.1364,0.8856,0.3383,6.2223,0.7205
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,pressure,2511.415,0.1386,0.1269,0.2083,46.9711,0.9565,0.2085,7.3234,
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_x,2511.415,0.1386,0.1649,0.2632,34.5471,0.9306,0.2634,2.6665,0.7245
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_y,2511.415,0.1386,0.4536,0.8159,112.0712,0.3308,0.818,9.6081,0.7245
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_z,2511.415,0.1386,0.1944,0.3302,53.7458,0.891,0.3301,6.052,0.7245
transolver,dimension_3d,evaluation,3.778,8192,drivaernet_3d_2d,Extra Large,200.0,pressure,pressure,7967.2352,0.1374,0.0747,0.1239,32.6974,0.9846,0.124,6.4426,
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_x,4986.0505,0.1375,0.1459,0.2375,31.1,0.9435,0.2377,2.5055,0.7395
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_y,4986.0505,0.1375,0.439,0.8021,102.0006,0.3532,0.8042,10.5693,0.7395
transolver,dimension_3d,evaluation,3.7785,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_z,4986.0505,0.1375,0.1829,0.3141,50.062,0.9014,0.314,6.3483,0.7395
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,pressure,4353.7896,0.1382,0.1119,0.183,41.3268,0.9664,0.1832,6.6278,
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_x,4353.7896,0.1382,0.1503,0.2475,30.9413,0.9387,0.2476,3.6153,0.738
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_y,4353.7896,0.1382,0.4396,0.8028,108.5577,0.3522,0.8049,10.1075,0.738
transolver,dimension_3d,evaluation,3.7788,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_z,4353.7896,0.1382,0.1831,0.3114,49.8625,0.9031,0.3113,6.0797,0.738
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_x,570.3861,0.3255,0.4979,0.8393,83.5153,0.4843,0.7147,10.4218,0.4525
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_y,570.3861,0.3255,0.628,1.119,170.7606,0.0049,0.9976,14.3631,0.4525
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_z,570.3861,0.3255,0.4339,0.6876,66.942,0.6486,0.5804,6.832,0.4525
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,vertical,stress,570.3861,0.3255,0.8773,1.2062,151.9465,0.0353,0.9821,27.5305,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_x,573.6795,0.2453,0.4891,0.8196,87.2566,0.4919,0.6961,10.2257,0.4385
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_y,573.6795,0.2453,0.7493,1.1469,162.3293,0.0316,0.9841,13.354,0.4385
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_z,573.6795,0.2453,0.5067,0.8126,76.5476,0.54,0.6773,10.0241,0.4385
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,horizontal,stress,573.6795,0.2453,0.9139,1.22,165.5185,0.021,0.9894,22.4073,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_x,766.1087,0.212,0.4928,1.0047,141.1414,0.2182,0.8842,12.592,0.4602
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_y,766.1087,0.212,0.3092,0.5863,99.0076,0.7076,0.5407,9.5119,0.4602
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_z,766.1087,0.212,0.5503,1.0218,132.5043,0.2178,0.8844,13.7391,0.4602
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,torsion,stress,766.1087,0.212,0.6742,1.1213,158.507,0.0178,0.991,16.142,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_x,486.5716,0.2322,0.532,0.9006,89.886,0.3005,0.8177,10.5535,0.4367
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_y,486.5716,0.2322,0.6354,1.1214,185.661,-0.0002,1.0001,15.2651,0.4367
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_z,486.5716,0.2322,0.4034,0.5878,61.0938,0.7188,0.5055,5.868,0.4367
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Small,20.0,diagonal,stress,486.5716,0.2322,0.832,1.1726,149.259,0.0254,0.9767,20.4458,
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_x,409.3443,0.1901,0.8675,1.1984,182.0324,-0.0111,1.0055,15.5629,0.0916
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_y,409.3443,0.1901,0.7933,1.1697,170.961,-0.0061,1.0031,15.1659,0.0916
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_z,409.3443,0.1901,0.9825,1.2156,182.4798,-0.0052,1.0026,7.9961,0.0916
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_x,413.0404,0.1919,0.8866,1.1683,186.8048,-0.0005,1.0002,13.6221,0.2758
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_y,413.0404,0.1919,0.6516,1.1216,163.9158,-0.0226,1.0112,25.6307,0.2758
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_z,413.0404,0.1919,0.9005,1.2139,148.8371,-0.0795,1.039,7.7117,0.2758
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_x,895.8386,0.221,0.4777,0.7841,80.1421,0.5499,0.6677,9.32,0.4538
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_y,895.8386,0.221,0.6292,1.1162,186.1715,0.0098,0.9951,14.3738,0.4538
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_z,895.8386,0.221,0.4841,0.7567,73.1723,0.5744,0.6387,7.2212,0.4538
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,vertical,stress,895.8386,0.221,0.8836,1.2082,157.6292,0.0322,0.9836,27.6147,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_x,918.2575,0.2199,0.4706,0.7822,84.6075,0.5373,0.6643,10.0703,0.4325
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_y,918.2575,0.2199,0.747,1.1422,159.579,0.0395,0.9801,13.3648,0.4325
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_z,918.2575,0.2199,0.5427,0.8517,79.8802,0.4947,0.7098,9.8242,0.4325
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,horizontal,stress,918.2575,0.2199,0.8989,1.2176,163.0175,0.0249,0.9875,22.3446,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_x,1626.1763,0.2135,0.2737,0.5512,75.9966,0.7647,0.4851,8.7343,0.8773
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_y,1626.1763,0.2135,0.1994,0.3762,74.0265,0.8796,0.347,8.2185,0.8773
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_z,1626.1763,0.2135,0.3182,0.5675,94.8664,0.7587,0.4912,8.9303,0.8773
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,torsion,stress,1626.1763,0.2135,0.536,0.8969,127.5808,0.3716,0.7927,16.9722,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_x,824.5216,0.2191,0.5169,0.8808,86.0906,0.3309,0.7997,10.2468,0.4366
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_y,824.5216,0.2191,0.6352,1.1214,190.1067,-0.0002,1.0001,15.2703,0.4366
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_z,824.5216,0.2191,0.3895,0.598,59.407,0.709,0.5142,5.911,0.4366
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Medium,50.0,diagonal,stress,824.5216,0.2191,0.8246,1.1683,144.0649,0.0325,0.9731,20.4486,
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_x,894.9211,0.1913,0.8633,1.1918,196.1298,-0.0,1.0,15.5887,0.0076
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_y,894.9211,0.1913,0.7901,1.1661,197.6055,0.0,1.0,15.219,0.0076
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_z,894.9211,0.1913,0.9803,1.2125,198.0505,-0.0,1.0,8.0491,0.0076
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_x,808.7467,0.1915,0.8863,1.1681,196.7846,-0.0,1.0,13.564,0.0014
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_y,808.7467,0.1915,0.6409,1.1092,196.9998,-0.0,1.0,25.55,0.0014
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_z,808.7467,0.1915,0.8708,1.1683,199.5358,-0.0,1.0,6.7792,0.0014
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_x,2654.2249,0.2217,0.2949,0.4879,60.5097,0.8257,0.4155,6.731,0.7881
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_y,2654.2249,0.2217,0.3891,0.6116,101.5111,0.7026,0.5453,8.9124,0.7881
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_z,2654.2249,0.2217,0.3833,0.5959,64.9137,0.7361,0.503,5.8242,0.7881
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,vertical,stress,2654.2249,0.2217,0.7499,1.0628,116.8766,0.251,0.8653,26.7748,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_x,3122.9483,0.2198,0.3142,0.4879,67.139,0.82,0.4144,6.8229,0.6849
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_y,3122.9483,0.2198,0.6426,0.9839,121.455,0.2873,0.8442,13.1974,0.6849
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_z,3122.9483,0.2198,0.2939,0.4775,48.2314,0.8412,0.3979,6.0049,0.6849
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,horizontal,stress,3122.9483,0.2198,0.736,1.0477,117.037,0.278,0.8497,20.1537,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_x,2967.9548,0.2123,0.2653,0.5287,74.5583,0.7835,0.4653,8.9502,0.8863
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_y,2967.9548,0.2123,0.1927,0.3606,73.9046,0.8894,0.3325,8.0786,0.8863
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_z,2967.9548,0.2123,0.292,0.5252,81.8995,0.7934,0.4546,8.4396,0.8863
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,torsion,stress,2967.9548,0.2123,0.5185,0.8737,118.5845,0.4037,0.7722,17.4929,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_x,3017.1464,0.2196,0.4388,0.7288,80.1485,0.5419,0.6617,9.912,0.8118
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_y,3017.1464,0.2196,0.3479,0.5928,86.5858,0.7205,0.5287,10.3081,0.8118
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_z,3017.1464,0.2196,0.3278,0.4859,52.9502,0.8079,0.4178,5.0982,0.8118
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Large,100.0,diagonal,stress,3017.1464,0.2196,0.6485,0.9822,103.1843,0.3162,0.8181,19.9819,
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_x,2573.1286,0.1911,0.8633,1.1918,197.955,0.0,1.0,15.586,0.0095
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_y,2573.1286,0.1911,0.7901,1.1661,197.9075,-0.0,1.0,15.2155,0.0095
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_z,2573.1286,0.1911,0.9804,1.2124,199.5773,-0.0,1.0,8.0512,0.0095
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_x,1528.4306,0.1913,0.8863,1.168,199.1987,-0.0,1.0,13.5615,0.0004
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_y,1528.4306,0.1913,0.6409,1.1092,199.6348,0.0,1.0,25.5523,0.0004
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_z,1528.4306,0.1913,0.8708,1.1683,198.985,-0.0,1.0,6.7792,0.0004
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_x,5553.3652,0.2201,0.1569,0.271,35.9861,0.9462,0.2308,5.5767,0.9462
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_y,5553.3652,0.2201,0.2484,0.4629,70.9519,0.8297,0.4127,7.7453,0.9462
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_z,5553.3652,0.2201,0.1951,0.2841,36.5844,0.94,0.2398,3.5496,0.9462
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,stress,5553.3652,0.2201,0.5205,0.7875,86.7286,0.5888,0.6412,22.0334,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_x,5891.5552,0.2198,0.2353,0.3836,50.8608,0.8887,0.3258,6.1309,0.8771
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_y,5891.5552,0.2198,0.403,0.6613,83.0574,0.678,0.5674,12.6765,0.8771
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_z,5891.5552,0.2198,0.193,0.3571,33.2461,0.9112,0.2976,5.1605,0.8771
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,stress,5891.5552,0.2198,0.5371,0.8382,89.4576,0.5378,0.6798,17.9507,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_x,5675.0151,0.212,0.1322,0.27,53.2697,0.9435,0.2376,5.7991,0.9569
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_y,5675.0151,0.212,0.146,0.2888,59.5694,0.929,0.2664,8.6727,0.9569
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_z,5675.0151,0.212,0.2091,0.3707,72.4209,0.897,0.3209,5.4556,0.9569
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,stress,5675.0151,0.212,0.3644,0.6214,98.9688,0.6984,0.5492,21.8103,
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_x,5437.8563,0.2196,0.3764,0.6118,69.0094,0.6772,0.5555,6.9927,0.8664
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_y,5437.8563,0.2196,0.2909,0.5147,72.554,0.7893,0.459,8.4215,0.8664
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_z,5437.8563,0.2196,0.3035,0.44,49.1463,0.8424,0.3784,5.2855,0.8664
pointnet,dimension_3d,evaluation,3.6682,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,stress,5437.8563,0.2196,0.5742,0.878,90.7069,0.4536,0.7313,20.0654,
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_x,3105.3932,0.1906,0.8633,1.1918,198.4868,0.0,1.0,15.5857,0.0066
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_y,3105.3932,0.1906,0.7901,1.1661,198.4184,-0.0,1.0,15.2184,0.0066
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_z,3105.3932,0.1906,0.9804,1.2124,199.1665,-0.0,1.0,8.0506,0.0066
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_x,3208.3807,0.1915,0.8863,1.168,199.9004,0.0,1.0,13.5608,0.001
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_y,3208.3807,0.1915,0.6409,1.1092,199.0524,-0.0,1.0,25.5529,0.001
pointnet,dimension_3d,evaluation,3.6681,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_z,3208.3807,0.1915,0.8708,1.1683,199.0094,-0.0,1.0,6.7793,0.001
pointnet,dimension_3d,evaluation,3.6678,8192,drivaernet_3d_2d,Small,20.0,pressure,pressure,884.3995,0.2622,0.4199,0.6235,89.6744,0.6103,0.6243,9.6248,
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_x,888.931,0.1349,0.6836,0.8475,107.1816,0.2811,0.8479,3.4624,0.2816
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_y,888.931,0.1349,0.5418,0.9815,146.7344,0.0315,0.9841,10.5414,0.2816
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_z,888.931,0.1349,0.5155,0.7018,100.7922,0.5077,0.7017,7.76,0.2816
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,pressure,592.5168,0.1344,0.4849,0.7447,105.1191,0.4441,0.7456,9.48,
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_x,592.5168,0.1344,0.7522,0.8994,129.3307,0.1903,0.8998,3.191,0.2072
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_y,592.5168,0.1344,0.5421,0.9839,151.5916,0.0267,0.9865,10.5381,0.2072
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_z,592.5168,0.1344,0.6001,0.7853,112.7116,0.3836,0.7851,9.0088,0.2072
pointnet,dimension_3d,evaluation,3.6678,8192,drivaernet_3d_2d,Medium,50.0,pressure,pressure,1877.7128,0.1316,0.4024,0.5957,89.3734,0.6443,0.5964,9.7853,
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_x,1894.4528,0.1348,0.312,0.4306,57.9651,0.8144,0.4308,2.9137,0.6068
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_y,1894.4528,0.1348,0.4875,0.871,123.317,0.2373,0.8733,10.1899,0.6068
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_z,1894.4528,0.1348,0.337,0.5056,76.807,0.7445,0.5055,7.7584,0.6068
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,pressure,1885.8048,0.134,0.4723,0.7323,96.6832,0.4625,0.7331,9.3733,
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_x,1885.8048,0.134,0.7344,0.886,123.1962,0.2143,0.8864,3.1309,0.2316
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_y,1885.8048,0.134,0.542,0.9806,147.0581,0.0333,0.9832,10.5878,0.2316
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_z,1885.8048,0.134,0.5752,0.7571,110.4154,0.4271,0.7569,8.8258,0.2316
pointnet,dimension_3d,evaluation,3.6678,8192,drivaernet_3d_2d,Large,100.0,pressure,pressure,3539.9997,0.1334,0.2197,0.3661,60.9708,0.8657,0.3665,8.9263,
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_x,3558.1933,0.1345,0.2595,0.3848,49.6302,0.8518,0.385,2.9308,0.6603
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_y,3558.1933,0.1345,0.4647,0.8397,114.0064,0.2912,0.8419,9.8323,0.6603
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_z,3558.1933,0.1345,0.2714,0.4305,64.8152,0.8147,0.4304,7.2105,0.6603
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,pressure,3559.0135,0.1346,0.2271,0.3991,62.2387,0.8403,0.3996,9.4669,
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_x,3559.0135,0.1346,0.2712,0.3992,52.0151,0.8405,0.3994,2.8949,0.6461
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_y,3559.0135,0.1346,0.4791,0.8502,120.9294,0.2734,0.8524,9.8318,0.6461
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_z,3559.0135,0.1346,0.2893,0.4453,69.3488,0.8018,0.4452,7.5189,0.6461
pointnet,dimension_3d,evaluation,3.6678,8192,drivaernet_3d_2d,Extra Large,200.0,pressure,pressure,6850.9056,0.1329,0.1723,0.2721,58.6084,0.9258,0.2724,8.5829,
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_x,6848.2821,0.1332,0.2251,0.3534,44.2901,0.875,0.3536,3.1676,0.6897
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_y,6848.2821,0.1332,0.4507,0.8244,105.4798,0.3167,0.8266,9.658,0.6897
pointnet,dimension_3d,evaluation,3.6681,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_z,6848.2821,0.1332,0.2334,0.3799,59.2048,0.8557,0.3798,6.6812,0.6897
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,pressure,6873.904,0.1343,0.188,0.345,54.7024,0.8807,0.3454,9.4835,
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_x,6873.904,0.1343,0.2396,0.3661,47.0361,0.8658,0.3663,2.9688,0.6784
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_y,6873.904,0.1343,0.4594,0.832,111.1581,0.3041,0.8342,9.6729,0.6784
pointnet,dimension_3d,evaluation,3.6682,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_z,6873.904,0.1343,0.2471,0.3957,62.1722,0.8435,0.3956,7.1049,0.6784
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_x,895.4263,0.2493,0.1947,0.3619,46.8208,0.9041,0.3082,7.2335,0.9288
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_y,895.4263,0.2493,0.2785,0.5059,83.1836,0.7965,0.4511,8.7912,0.9288
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_z,895.4263,0.2493,0.2044,0.3665,36.7492,0.9002,0.3093,5.5524,0.9288
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,vertical,stress,895.4263,0.2493,0.5801,0.8451,96.1031,0.5264,0.6881,20.9402,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_x,1251.5091,0.2502,0.2111,0.4121,45.8036,0.8715,0.35,7.2947,0.834
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_y,1251.5091,0.2502,0.4681,0.7128,96.2558,0.626,0.6116,13.8004,0.834
