Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,95.5593,3.7787,2270.1562,0.2148,0.3885,0.5929,90.6355,0.6364,0.5074,10.6096,0.6456
2,transolver_pp,73.7797,1.7411,3237.5689,0.2149,0.3947,0.6029,85.9491,0.6205,0.5161,10.6323,0.6904
3,pointnet,51.115,3.6682,2697.8989,0.2109,0.5394,0.8113,116.4885,0.4545,0.6948,12.1558,0.5302
4,regdgcnn,47.4583,1.4418,4869.0965,0.4718,0.4269,0.6627,80.8588,0.5335,0.567,10.8203,0.7683
5,abupt,42.8787,8.7512,4670.9705,0.2428,0.4454,0.6719,90.9762,0.5683,0.575,11.0082,0.7362
