Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,91.2028,1.7411,6339.0855,0.2134,0.3716,0.5698,78.6004,0.6352,0.4876,10.9778,0.7565
2,transolver,74.3663,3.7787,4434.3891,0.2329,0.3634,0.5557,85.8974,0.6576,0.4753,10.8704,0.6603
3,regdgcnn,48.0274,1.4418,8737.1864,0.2986,0.4053,0.6446,74.8837,0.5095,0.5514,11.3977,0.8522
4,pointnet,47.3769,3.6682,4962.3859,0.2106,0.4508,0.6844,102.116,0.5705,0.5861,11.2761,0.609
5,abupt,44.6562,8.7512,8876.9344,0.2416,0.4032,0.6111,80.6452,0.5884,0.5228,10.6105,0.7794
