Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,89.9035,3.7787,1906.683,0.7412,0.4702,0.716,96.3285,0.5448,0.6129,11.572,0.7427
2,regdgcnn,81.8761,1.4418,2234.6767,0.4606,0.4616,0.7161,88.1563,0.52,0.613,11.7279,0.6862
3,transolver_pp,78.6602,1.7411,1551.5072,0.5614,0.4793,0.7296,98.6979,0.535,0.6248,11.5639,0.6717
4,pointnet,40.0748,3.6682,1647.9919,0.9687,0.6617,1.0174,144.3024,0.2029,0.8737,13.8195,0.2995
5,geofno,39.4059,1.5458,939.6658,0.4296,0.6494,0.9574,124.1176,0.2834,0.8207,14.4829,0.3796
