Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,88.1137,1.7411,1443.9514,0.2525,115.8296,160.6335,92.9723,0.618,0.5121,1847.1513,0.706
2,pointnet,54.1861,3.6682,1391.2582,0.2328,118.9896,164.3203,131.4853,0.328,0.753,1876.0269,0.5635
3,regdgcnn,52.1472,1.4418,1957.912,0.2616,131.4392,183.3752,85.0698,0.5542,0.5353,1978.3634,0.7177
4,transolver,49.1045,3.7787,1428.6726,0.2651,115.6836,160.5193,93.0663,0.6206,0.5099,1847.2489,0.6837
5,geofno,44.8959,1.5458,743.9865,0.2058,122.9186,169.1107,114.3297,0.4074,0.6944,1980.6256,0.6035
