Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,93.7571,3.7786,5042.5681,0.1378,0.2159,0.3778,55.8185,0.7929,0.3784,6.537,0.7388
2,transolver_pp,64.1024,1.741,7624.2784,0.1393,0.2222,0.3984,55.0166,0.7523,0.399,6.7749,0.693
3,abupt,47.7388,8.7512,9877.0058,0.1626,0.2085,0.3705,53.812,0.8004,0.3711,6.9073,0.7502
4,pointnet,42.9494,3.6681,6861.421,0.1337,0.2769,0.4711,67.8315,0.7334,0.4717,7.165,0.6841
5,regdgcnn,42.5876,1.4417,7181.0933,0.1579,0.2484,0.4258,60.9063,0.7516,0.4265,6.7935,0.6932
