Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,74.0462,3.7788,2940.8333,1.2875,0.2232,0.3935,59.7018,0.7848,0.3941,6.7748,0.7323
2,transolver_pp,73.1933,1.7412,1491.3957,0.785,0.2409,0.4154,65.0386,0.7703,0.416,6.7582,0.7172
3,regdgcnn,62.181,1.4418,3029.8479,0.8064,0.2313,0.4018,57.4512,0.7728,0.4024,6.8699,0.7196
4,abupt,59.7821,8.7512,3824.533,0.8093,0.2385,0.4142,59.2936,0.7701,0.4149,7.2406,0.7161
5,pointnet,40.1328,3.6682,1022.2462,1.3224,0.3202,0.5279,77.3842,0.6834,0.5286,7.5113,0.6373
6,geofno,37.0,1.5458,475.6891,0.9157,0.3725,0.5911,84.6199,0.6216,0.5918,7.4195,0.564
