Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,87.6587,3.7788,1100.5369,1.1752,0.2452,0.4202,61.3608,0.7616,0.4209,6.3257,0.7058
2,regdgcnn,65.8821,1.4418,1568.2558,0.8019,0.2521,0.4328,61.794,0.7496,0.4335,6.6342,0.6947
3,abupt,64.6932,8.7512,2138.4858,0.8291,0.258,0.4441,64.2792,0.75,0.4448,6.6742,0.697
4,transolver_pp,51.5976,1.7412,788.7857,0.7862,0.2503,0.4323,62.8777,0.7535,0.4329,6.9671,0.6966
5,geofno,38.8588,1.5458,376.083,0.7852,0.4137,0.6453,92.5087,0.557,0.6461,8.3169,0.4912
6,pointnet,34.6667,3.6682,661.0018,1.2372,0.574,0.8223,120.1672,0.3107,0.8232,8.1248,0.2428
