Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,abupt,76.229,8.7512,1227.4907,0.8362,5.4807,8.7884,60.4306,0.7662,0.3871,253.721,0.9672
2,regdgcnn,70.4192,1.4417,1589.5948,0.9014,4.5068,7.3668,57.15,0.7729,0.3694,273.7525,0.9721
3,transolver,67.0924,3.7786,344.2802,0.8228,4.6119,7.8653,59.0848,0.778,0.3712,278.5406,0.9696
4,transolver_pp,63.9722,1.741,329.3695,0.929,4.503,7.5362,58.4653,0.7738,0.3734,247.7673,0.966
5,pointnet,39.7394,3.6681,219.6549,0.832,8.2309,14.3422,71.5162,0.6853,0.4767,316.4674,0.9344
6,geofno,36.1667,1.5457,272.5522,0.8191,10.033,15.7203,79.1473,0.614,0.5306,304.3805,0.8866
