Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,abupt,79.9207,8.7512,6932.4565,0.8321,0.2112,0.3739,54.4262,0.7994,0.3745,6.7414,0.7497
2,transolver_pp,77.808,1.741,3406.8081,0.9439,0.2162,0.3814,56.9108,0.7884,0.382,6.6441,0.733
3,transolver,70.6341,3.7786,2751.9677,1.0289,0.2161,0.3789,58.4692,0.7924,0.3795,6.9048,0.7384
4,regdgcnn,68.2851,1.4417,5956.5529,0.803,0.2221,0.3868,55.2613,0.7777,0.3874,7.2047,0.7226
5,pointnet,42.594,3.6681,1771.0264,2.5192,0.2804,0.4784,68.0695,0.7275,0.479,7.331,0.6762
6,geofno,36.3333,1.5457,1357.247,1.4706,0.3485,0.5575,82.0376,0.6534,0.5582,7.4039,0.5907
