Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,CD ↓,EMD ↓,F-Score ↑,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,deepsdf,100.0,2.1509,5935.2364,1.4037,0.443,249.4162,39.8136,25.6931,137.8643,0.656,0.0,0.0,0.012,0.0
2,atlasnet,44.9815,28.7681,4237.3923,0.0124,0.5351,149.1175,42.4119,5.9966,126.9793,0.9379,0.0,0.0,0.0,0.0
3,pointflow,44.578,0.6859,3390.694,0.8384,0.5207,206.532,43.5341,16.5248,130.2708,0.7199,0.0,0.0,0.0,0.0
4,diffusionpointcloud,43.2098,3.8798,262.8441,0.0492,0.6896,447.7183,83.7575,7.4696,123.448,0.8984,0.0,0.0,0.0,0.0
5,gan3d,40.4843,74.9842,3231.1,0.0109,0.4886,353.3575,193.6564,97.2829,340.6155,0.4627,0.0,0.0,0.0,0.0
6,shapegf,40.0,4.8622,6607.4414,0.3867,0.7164,391.0188,379.9274,120.0121,288.9975,0.1831,0.0,0.0,0.0,0.0
