Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,679.0223,0.1539,0.2738,0.459,69.4464,0.734,0.4596,6.5196,0.6785
2,transolver_pp,63.0375,1.7412,846.4157,0.139,0.2968,0.516,69.0647,0.6834,0.5167,7.7204,0.6333
3,regdgcnn,46.9967,1.4418,1159.6509,0.1675,0.3095,0.5018,74.6291,0.6954,0.5026,7.0599,0.6516
4,abupt,43.3483,8.7512,1376.1466,0.1657,0.289,0.4924,70.971,0.709,0.4931,7.4713,0.6622
5,pointnet,40.0,3.6682,592.5168,0.1344,0.5948,0.8533,124.6882,0.2612,0.8542,8.0545,0.2072
