Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,704.3731,0.2238,0.3192,0.5132,64.7084,0.7901,0.4334,10.3332,0.9126
2,regdgcnn,62.4645,1.4418,895.4263,0.2493,0.3144,0.5198,65.7142,0.7818,0.4392,10.6293,0.9288
3,transolver_pp,48.276,1.7412,759.3616,0.4681,0.3228,0.5359,64.4784,0.7749,0.4536,9.6609,0.8967
4,abupt,41.5409,8.7512,1378.9304,0.2524,0.407,0.6518,77.2209,0.67,0.5505,12.6762,0.8587
5,pointnet,40.2301,3.6682,570.3861,0.3255,0.6093,0.963,118.2911,0.2933,0.8187,14.7868,0.4525
