Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,CD ↓,EMD ↓,F-Score ↑,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,pointflow,100.0,0.6859,39030.3542,0.8807,0.6656,22.2514,12.0639,3.7747,110.0545,0.9972,0.4167,0.2278,0.1389,0.5
2,atlasnet,41.9861,28.7681,2447.152,0.0036,0.6522,111.1364,27.8072,1.072,122.6516,0.9999,0.0,0.0,0.0,0.0
3,shapegf,41.159,4.8622,6205.3379,0.3879,0.6471,272.3153,24.3463,2.2918,127.0527,0.994,0.0,0.0,0.0,0.0
4,deepsdf,40.7196,2.1509,25754.9423,1.3256,0.6395,35.7452,17.1466,5.0635,110.8431,0.9707,0.0,0.0,0.022,0.0
5,gan3d,40.5596,74.9842,4934.8169,0.0109,0.6204,197.3539,55.1333,4.9006,118.7539,0.9833,0.0,0.0,0.004,0.0
6,diffusionpointcloud,40.0,3.8798,818.8366,0.0513,0.6772,306.1829,93.0305,4.0786,112.2026,0.9593,0.0,0.0,0.0,0.0
