Rank,domain,task,model,dataset,size,Unified Score,Graph Density,Parameters (M) (Value),Parameters (M) (Rank),Parameters (M) (Weight),Training Time (s) (Value),Training Time (s) (Rank),Training Time (s) (Weight),Inference Time (s) (Value),Inference Time (s) (Rank),Inference Time (s) (Weight),MS-SSIM (Value),MS-SSIM (Rank),MS-SSIM (Weight),MV-FID (Value),MV-FID (Rank),MV-FID (Weight),FPD (Value),FPD (Rank),FPD (Weight),MMD-CD (Value),MMD-CD (Rank),MMD-CD (Weight),COV-CD (Value),COV-CD (Rank),COV-CD (Weight),1-NNA-CD (Value),1-NNA-CD (Rank),1-NNA-CD (Weight),Precision (Value),Precision (Rank),Precision (Weight),Density (Value),Density (Rank),Density (Weight),Recall (Value),Recall (Rank),Recall (Weight),Coverage (Value),Coverage (Rank),Coverage (Weight),Manifold-Δ (Value),Manifold-Δ (Rank),Manifold-Δ (Weight),Uniformity-Δ (Value),Uniformity-Δ (Rank),Uniformity-Δ (Weight)
5,dimension_3d,generation,shapegf,drivaernet_3d_3d,L,40.062,0.5,4.8622,4,0.0634,229.3511,1,0.0625,0.2743,5,0.1143,0.5652,1,0.1555,323.1785,6,0.0517,102.6595,6,0.0495,7.9648,6,0.0541,0.056,4,0.0625,1.0,2,0.0643,0.0,3,0.0489,0.0,3,0.0514,0.0,3,0.0489,0.0,3,0.0489,0.1177,5,0.067,0.5695,6,0.0571
5,dimension_3d,generation,diffusionpointcloud,drivaernet_3d_3d,M,40.0,0.5,3.8798,3,0.0708,233.5272,2,0.0981,0.0214,2,0.0755,0.74,5,0.0981,348.8752,5,0.0574,108.4211,5,0.0584,7.1009,5,0.0574,0.008,6,0.0584,1.0,2,0.0927,0.0,3,0.0553,0.0,3,0.0553,0.0,3,0.0553,0.0,3,0.0553,0.1352,5,0.0539,0.0975,4,0.0579
5,dimension_3d,generation,gan3d,drivaernet_3d_3d,S,40.0,0.5,74.9842,6,0.0357,18621.6503,6,0.0419,0.219,4,0.0438,0.6535,4,0.0519,330.7602,4,0.0266,268.1508,5,0.0285,7.6606,3,0.0293,0.244,3,0.0285,1.0,2,0.0284,0.0,1,0.1971,0.0,1,0.1971,0.0,2,0.0284,0.0,1,0.1971,0.0969,4,0.0266,0.1514,3,0.0394
5,dimension_3d,generation,shapegf,drivaernet_3d_3d,XL,40.0,0.5,4.8622,4,0.0557,508.1662,1,0.0556,0.2819,5,0.0924,0.6407,2,0.1447,274.6514,6,0.0623,23.1613,4,0.0557,3.2183,5,0.0556,0.094,4,0.0587,1.0,3,0.0836,0.0,3,0.0511,0.0,3,0.0511,0.0,4,0.0535,0.0,3,0.0511,0.0682,6,0.0676,0.1369,5,0.0612
6,dimension_3d,generation,gan3d,deepjeb_3d_3d,L,40.0,0.5,74.9842,6,0.0658,77628.5024,5,0.067,0.2196,4,0.1035,0.4091,1,0.1154,334.5454,4,0.0634,38.723,3,0.0529,12.4108,6,0.0575,0.1,5,0.0926,1.0,4,0.0535,0.0,3,0.049,0.0,3,0.049,0.0,3,0.051,0.0,3,0.049,0.0492,2,0.0626,0.0602,2,0.0678
6,dimension_3d,generation,shapegf,deepjeb_3d_3d,M,39.0,0.5,4.8622,4,0.0724,127.3395,1,0.0641,0.2758,5,0.0583,0.7486,6,0.1486,444.2951,6,0.0768,382.9511,6,0.0545,64.6546,6,0.0545,0.004,6,0.0641,1.0,3,0.0543,0.0,3,0.0543,0.0,3,0.0543,0.0,3,0.0543,0.0,3,0.0543,0.1668,5,0.0768,0.3347,5,0.0583
6,dimension_3d,generation,shapegf,deepjeb_3d_3d,S,39.0,0.5,4.8622,4,0.0658,84.5329,1,0.1227,0.2743,5,0.069,0.7255,6,0.1575,413.3026,5,0.0627,413.6137,6,0.0526,66.4607,6,0.0526,0.018,6,0.0497,1.0,3,0.0479,0.0,3,0.0479,0.0,3,0.0479,0.0,2,0.0561,0.0,3,0.0479,0.1655,5,0.0627,0.3407,5,0.0569
6,dimension_3d,generation,shapegf,deepjeb_3d_3d,XL,40.0,0.5,4.8622,4,0.0573,299.2823,1,0.0933,0.2773,5,0.1171,0.5497,5,0.1196,438.033,6,0.0517,80.9341,6,0.0517,11.4505,5,0.0565,0.026,6,0.066,1.0,5,0.054,0.0,4,0.0512,0.0,4,0.0512,0.0,3,0.0497,0.0,4,0.0512,0.1569,6,0.0639,0.2396,5,0.0655
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,L,40.0,0.5,4.8622,4,0.0724,97.4262,1,0.0736,0.2738,5,0.1152,0.288,4,0.0935,404.9437,6,0.0536,171.9442,6,0.0552,128.004,6,0.0739,0.026,4,0.0593,1.0,4,0.0633,0.0,3,0.0526,0.0,3,0.0526,0.0,3,0.0548,0.0,3,0.0526,0.0566,5,0.0681,0.2539,6,0.0593
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,M,39.0,0.5,4.8622,4,0.0691,85.6032,1,0.0917,0.2802,4,0.063,0.2467,1,0.1243,343.7376,5,0.0582,93.3075,6,0.0582,44.546,6,0.0624,0.034,4,0.0615,1.0,3,0.056,0.0,3,0.056,0.0,3,0.056,0.0,4,0.0621,0.0,3,0.056,0.0469,4,0.0624,0.3942,6,0.063
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,S,39.0,0.5,4.8622,4,0.0751,35.4272,1,0.1377,0.2728,5,0.0696,0.5931,6,0.0571,392.8697,6,0.0577,275.1305,6,0.0523,70.0486,6,0.0523,0.044,4,0.0993,1.0,2,0.0566,0.0,2,0.0566,0.0,2,0.0566,0.0,3,0.0509,0.0,2,0.0566,0.045,4,0.0571,0.4839,6,0.0647
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,XL,39.0,0.5,4.8622,4,0.0666,182.3457,1,0.0643,0.2728,5,0.0642,0.3786,6,0.0621,305.1832,5,0.0621,90.9052,5,0.0666,24.2324,5,0.0643,0.03,4,0.0643,1.0,3,0.0621,0.0,3,0.0599,0.0,3,0.0599,0.0,4,0.0666,0.0,3,0.0599,0.0405,6,0.1128,0.7805,6,0.0642
6,dimension_3d,generation,diffusionpointcloud,drivaernet_3d_3d,L,40.0,0.5,3.8798,3,0.0634,260.0605,2,0.0625,0.0199,2,0.1143,0.6936,6,0.1555,313.9014,5,0.0517,96.9806,5,0.0495,4.3961,4,0.0541,0.01,6,0.0625,1.0,2,0.0643,0.0,3,0.0489,0.0,3,0.0514,0.0,3,0.0489,0.0,3,0.0489,0.1317,6,0.067,0.107,4,0.0571
6,dimension_3d,generation,shapegf,drivaernet_3d_3d,M,39.0,0.5,4.8622,4,0.0708,125.544,1,0.0981,0.2742,5,0.0755,0.8457,6,0.0981,360.8506,6,0.0574,292.7687,6,0.0584,72.6464,6,0.0574,0.01,5,0.0584,1.0,2,0.0927,0.0,3,0.0553,0.0,3,0.0553,0.0,3,0.0553,0.0,3,0.0553,0.1391,6,0.0539,0.3216,6,0.0579
6,dimension_3d,generation,shapegf,drivaernet_3d_3d,S,39.0,0.5,4.8622,4,0.0357,69.6279,2,0.0419,0.274,5,0.0438,0.8024,6,0.0519,353.4191,5,0.0266,347.6156,6,0.0285,63.9041,6,0.0293,0.014,5,0.0285,1.0,2,0.0284,0.0,1,0.1971,0.0,1,0.1971,0.0,2,0.0284,0.0,1,0.1971,0.1358,5,0.0266,0.4249,6,0.0394
6,dimension_3d,generation,gan3d,drivaernet_3d_3d,XL,39.0,0.5,74.9842,6,0.0557,102683.4289,5,0.0556,0.2185,4,0.0924,0.6212,1,0.1447,216.0315,5,0.0623,47.5385,6,0.0557,5.1601,6,0.0556,0.028,6,0.0587,1.0,3,0.0836,0.0,3,0.0511,0.0,3,0.0511,0.0,4,0.0535,0.0,3,0.0511,0.026,3,0.0676,0.0675,4,0.0612
