Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,83.2085,1.4417,1589.7307,0.8018,0.2542,0.4353,62.4745,0.7466,0.436,6.7041,0.688
2,transolver_pp,73.7924,1.741,1047.9063,1.3068,0.2537,0.4382,63.8015,0.7487,0.4388,7.0619,0.6926
3,transolver,50.3691,3.7786,1079.6918,1.5081,0.2468,0.4206,63.3298,0.7598,0.4212,6.6009,0.7018
4,abupt,48.8108,8.7512,2133.4099,0.8287,0.2578,0.444,64.7755,0.751,0.4446,6.6825,0.7026
5,geofno,42.0547,1.5457,445.0706,1.2032,0.3998,0.625,90.0043,0.5811,0.6258,8.1524,0.5186
6,pointnet,40.0,3.6681,619.2529,1.1963,0.5702,0.8254,120.9362,0.3046,0.8263,7.9911,0.24
