Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,74.5922,1.741,1870.8224,1.4471,0.238,0.4113,61.8021,0.7716,0.4119,6.8351,0.7151
2,transolver,68.0189,3.7786,2718.5592,0.8374,0.2253,0.3936,59.2338,0.782,0.3942,6.701,0.7264
3,regdgcnn,67.0947,1.4417,3030.9998,0.8048,0.2309,0.401,57.3909,0.7722,0.4016,6.8213,0.7168
4,abupt,46.1346,8.7512,3786.5051,0.8168,0.24,0.4159,60.0734,0.7688,0.4165,6.9714,0.715
5,pointnet,40.8113,3.6681,1261.0018,1.6817,0.3196,0.5289,76.4122,0.6836,0.5296,7.4577,0.6383
6,geofno,40.0974,1.5457,569.192,0.8863,0.3715,0.588,85.0924,0.6218,0.5888,7.655,0.556
